combination,loss,epoch
"[10, 9, 32, [8, 4], 'sigmoid']",1.4330827495927303,13
"[10, 9, 32, [16, 8], 'tanh']",0.3367577315984674,350
"[10, 9, 32, [16, 8], 'sigmoid']",0.37938850355878717,1000
"[11, 5, 16, [16], 'tanh']",1.1998696249058798,36
"[11, 5, 16, [16], 'sigmoid']",0.678966939953131,43
"[11, 5, 16, [32], 'tanh']",1.082983818146388,38
"[11, 5, 16, [32], 'sigmoid']",1.5820009030776758,8
"[11, 5, 16, [8, 4], 'tanh']",0.29238612980939,1000
"[11, 5, 16, [8, 4], 'sigmoid']",0.6625452878556125,29
"[11, 5, 16, [16, 8], 'tanh']",1.4525861175690549,24
"[11, 5, 16, [16, 8], 'sigmoid']",0.7412950483907578,30
"[11, 5, 32, [16], 'tanh']",0.3082788758891626,60
